table_name,column_name,field_class,derivation_rule,source_reference
honda_heating_w,_silver_run_id,derived,the Silver run id,silver governance
honda_heating_w,datetime_utc,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_heating_w,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
honda_heating_w,frequency,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_heating_w,source_record_id,derived,natural key or deterministic composite,silver governance
honda_heating_w,source_system,derived,constant per source,silver governance
honda_heating_w,total,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_weather,_silver_loaded_at,derived,current_timestamp() at write,silver governance
honda_weather,_silver_run_id,derived,the Silver run id,silver governance
honda_weather,air_temperature_2m,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_weather,datetime_utc,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_weather,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
honda_weather,frequency,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_weather,global_irradiance,source_provided,typed cast (+ rename where localised),honda_iot contract
honda_weather,source_record_id,derived,natural key or deterministic composite,silver governance
honda_weather,source_system,derived,constant per source,silver governance
honda_weather,weather_location,synthetic,constant 'honda_site' -- single fixed site,synthetic field
mastr_actor_deletion_events,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_actor_deletion_events,_silver_run_id,derived,the Silver run id,silver governance
mastr_actor_deletion_events,actor_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_actor_deletion_events,actor_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_actor_deletion_events,actor_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_actor_deletion_events,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_actor_deletion_events,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_actor_deletion_events,market_actor_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_actor_deletion_events,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_actor_deletion_events,source_system,derived,constant per source,silver governance
mastr_actor_role_bridge,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_actor_role_bridge,_silver_run_id,derived,the Silver run id,silver governance
mastr_actor_role_bridge,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_actor_role_bridge,linked_id,source_provided,one exploded id from the delimited link array,mastr contract
mastr_actor_role_bridge,parent_id,source_provided,the owning record's MaStR id,mastr contract
mastr_actor_role_bridge,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_actor_role_bridge,source_system,derived,constant per source,silver governance
mastr_anlagen_eeg_biomasse,AnlagenkennzifferAnlagenregister,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,AnlagenkennzifferAnlagenregister_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,AnlagenschluesselEeg,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,AusschliesslicheVerwendungBiomasse,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,BiogasDatumInanspruchnahmeFlexiPraemie,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,BiogasDatumLeistungserhoehung,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,BiogasGaserzeugungskapazitaet,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,BiogasGaserzeugungskapazitaet_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,BiogasHoechstbemessungsleistung,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,BiogasInanspruchnahmeFlexiPraemie,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,BiogasLeistungserhoehung,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,BiogasUmfangLeistungserhoehung,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,BiomethanErstmaligerEinsatz,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,BiomethanErstmaligerEinsatz_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_anlagen_eeg_biomasse,_silver_run_id,derived,the Silver run id,silver governance
mastr_anlagen_eeg_biomasse,auction_award_flag,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,auction_award_number,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_anlagen_eeg_biomasse,eeg_commissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,eeg_support_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,installed_capacity_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,linked_unit_ids,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,registration_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_anlagen_eeg_biomasse,source_system,derived,constant per source,silver governance
mastr_anlagen_eeg_biomasse,support_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_biomasse,support_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_anlagen_eeg_biomasse,support_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_anlagen_eeg_geothermie_gsgk,AnlagenkennzifferAnlagenregister,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_geothermie_gsgk,AnlagenkennzifferAnlagenregister_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_geothermie_gsgk,AnlagenschluesselEeg,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_geothermie_gsgk,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_anlagen_eeg_geothermie_gsgk,_silver_run_id,derived,the Silver run id,silver governance
mastr_anlagen_eeg_geothermie_gsgk,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_anlagen_eeg_geothermie_gsgk,eeg_commissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_geothermie_gsgk,eeg_support_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_geothermie_gsgk,installed_capacity_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_geothermie_gsgk,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_geothermie_gsgk,linked_unit_ids,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_geothermie_gsgk,registration_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_geothermie_gsgk,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_anlagen_eeg_geothermie_gsgk,source_system,derived,constant per source,silver governance
mastr_anlagen_eeg_geothermie_gsgk,support_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_geothermie_gsgk,support_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_anlagen_eeg_geothermie_gsgk,support_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_anlagen_eeg_wasser,AnlagenkennzifferAnlagenregister,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_wasser,AnlagenkennzifferAnlagenregister_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_wasser,AnlagenschluesselEeg,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_wasser,ErtuechtigungIds,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_wasser,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_anlagen_eeg_wasser,_silver_run_id,derived,the Silver run id,silver governance
mastr_anlagen_eeg_wasser,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_anlagen_eeg_wasser,eeg_commissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wasser,eeg_support_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wasser,installed_capacity_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wasser,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wasser,linked_unit_ids,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wasser,registration_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wasser,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_anlagen_eeg_wasser,source_system,derived,constant per source,silver governance
mastr_anlagen_eeg_wasser,support_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wasser,support_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_anlagen_eeg_wasser,support_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_anlagen_eeg_wind,AnlagenkennzifferAnlagenregister,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,AnlagenkennzifferAnlagenregister_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,AnlagenschluesselEeg,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,VerhaeltnisErtragsschaetzungReferenzertrag,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,VerhaeltnisErtragsschaetzungReferenzertrag_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,VerhaeltnisReferenzertragErtrag10Jahre,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,VerhaeltnisReferenzertragErtrag10Jahre_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,VerhaeltnisReferenzertragErtrag15Jahre,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,VerhaeltnisReferenzertragErtrag15Jahre_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,VerhaeltnisReferenzertragErtrag5Jahre,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,VerhaeltnisReferenzertragErtrag5Jahre_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_anlagen_eeg_wind,_silver_run_id,derived,the Silver run id,silver governance
mastr_anlagen_eeg_wind,auction_award_flag,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,auction_award_number,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_anlagen_eeg_wind,eeg_commissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,eeg_support_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,installed_capacity_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,linked_unit_ids,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,pilot_plant_flag,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,prototype_plant_flag,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,registration_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_anlagen_eeg_wind,source_system,derived,constant per source,silver governance
mastr_anlagen_eeg_wind,support_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_eeg_wind,support_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_anlagen_eeg_wind,support_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_anlagen_kwk,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_anlagen_kwk,_silver_run_id,derived,the Silver run id,silver governance
mastr_anlagen_kwk,auction_award_flag,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_kwk,auction_award_number,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_kwk,commissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_kwk,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_anlagen_kwk,electrical_chp_capacity_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_kwk,kwk_support_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_kwk,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_kwk,linked_unit_ids,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_kwk,registration_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_kwk,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_anlagen_kwk,source_system,derived,constant per source,silver governance
mastr_anlagen_kwk,support_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_anlagen_kwk,support_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_anlagen_kwk,support_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_anlagen_kwk,useful_thermal_output_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_authorisation_unit_bridge,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_authorisation_unit_bridge,_silver_run_id,derived,the Silver run id,silver governance
mastr_authorisation_unit_bridge,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_authorisation_unit_bridge,linked_id,source_provided,one exploded id from the delimited link array,mastr contract
mastr_authorisation_unit_bridge,parent_id,source_provided,the owning record's MaStR id,mastr contract
mastr_authorisation_unit_bridge,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_authorisation_unit_bridge,source_system,derived,constant per source,silver governance
mastr_bilanzierungsgebiete,BilanzierungsgebietNetzanschlusspunkt,source_provided,typed cast,mastr contract / business-name mapping
mastr_bilanzierungsgebiete,Id,source_provided,typed cast,mastr contract / business-name mapping
mastr_bilanzierungsgebiete,Yeic,source_provided,typed cast,mastr contract / business-name mapping
mastr_bilanzierungsgebiete,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_bilanzierungsgebiete,_silver_run_id,derived,the Silver run id,silver governance
mastr_bilanzierungsgebiete,control_zone,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_bilanzierungsgebiete,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_bilanzierungsgebiete,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_bilanzierungsgebiete,source_system,derived,constant per source,silver governance
mastr_eeg_support_unit_bridge,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_eeg_support_unit_bridge,_silver_run_id,derived,the Silver run id,silver governance
mastr_eeg_support_unit_bridge,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_eeg_support_unit_bridge,linked_id,source_provided,one exploded id from the delimited link array,mastr contract
mastr_eeg_support_unit_bridge,parent_id,source_provided,the owning record's MaStR id,mastr contract
mastr_eeg_support_unit_bridge,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_eeg_support_unit_bridge,source_system,derived,constant per source,silver governance
mastr_einheiten_biomasse,Adresszusatz,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,AnschlussAnHoechstOderHochSpannung,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,DatumDesBetreiberwechsels,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,DatumRegistrierungDesBetreiberwechsels,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,Einsatzverantwortlicher,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,FlurFlurstuecknummern,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,Gemarkung,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,Hausnummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,HausnummerNichtGefunden,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,Hausnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,KapazitaetsreserveZugeordnet,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,Kraftwerksnummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,Kraftwerksnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,NetzbetreiberpruefungDatum,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,NetzbetreiberpruefungStatus,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,NetzreserveZugeordnet,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,Strasse,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,StrasseNichtGefunden,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,Weic,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,WeicDisplayName,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,Weic_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_biomasse,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_einheiten_biomasse,_silver_run_id,derived,the Silver run id,silver governance
mastr_einheiten_biomasse,ags_code,derived,curated / prefix attribution to the Bundesland AGS,"geography attribution, Bundesland level"
mastr_einheiten_biomasse,ags_level,derived,geography level achieved (bundesland),geography attribution limit
mastr_einheiten_biomasse,ags_method,derived,attribution method (city_lookup / ags_prefix / bundesland_code),geography attribution
mastr_einheiten_biomasse,authorisation_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,biomass_type,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,capacity_gross_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,capacity_net_kw,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,commissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,commissioning_date_current_site,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,country,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,district,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_einheiten_biomasse,eeg_support_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,energy_carrier,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,federal_state,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,federal_state_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_biomasse,federal_state_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_biomasse,feed_in_type,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,feed_in_type_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_biomasse,feed_in_type_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_biomasse,final_decommissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,generation_technology,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,generation_technology_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_biomasse,generation_technology_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_biomasse,kwk_support_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,latitude,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,locality,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,location_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,longitude,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,main_fuel,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,main_fuel_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_biomasse,main_fuel_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_biomasse,migration_absence_flag,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,municipality,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,municipality_key_ags,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,operating_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,operating_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_biomasse,operating_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_biomasse,operator_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,planned_commissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,postcode,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,previous_operator_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,provisional_shutdown_start_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,recommissioning_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,registration_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,remote_control_by_direct_marketer,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,remote_control_by_direct_marketer_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_biomasse,remote_control_by_direct_marketer_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_biomasse,remote_control_by_grid_operator,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,remote_control_by_grid_operator_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_biomasse,remote_control_by_grid_operator_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_biomasse,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_einheiten_biomasse,source_system,derived,constant per source,silver governance
mastr_einheiten_biomasse,system_status,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,system_status_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_biomasse,system_status_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_biomasse,unit_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_biomasse,unit_name,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_genehmigung,Frist_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_genehmigung,WasserrechtAblaufdatum_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_genehmigung,_silver_loaded_at,derived,current_timestamp() at write,silver governance
mastr_einheiten_genehmigung,_silver_run_id,derived,the Silver run id,silver governance
mastr_einheiten_genehmigung,application_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_genehmigung,authorisation_deadline,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_genehmigung,authorisation_id,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_genehmigung,authorisation_type,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_genehmigung,authorisation_type_code,derived,"source code, verbatim",coded-value decode triple
mastr_einheiten_genehmigung,authorisation_type_label_de,derived,German label from the decode reference,coded-value decode triple
mastr_einheiten_genehmigung,decision_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_genehmigung,ecosystem,derived,source_ecosystem_map.yml at the Silver boundary,provenance standard
mastr_einheiten_genehmigung,file_reference,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_genehmigung,issuing_authority,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_genehmigung,last_updated_at,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_genehmigung,linked_unit_ids,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_genehmigung,registration_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_genehmigung,source_record_id,derived,natural key or deterministic composite,silver governance
mastr_einheiten_genehmigung,source_system,derived,constant per source,silver governance
mastr_einheiten_genehmigung,water_rights_expiry_date,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_genehmigung,water_rights_number,source_provided,typed cast + English business rename,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,Adresszusatz,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,AnschlussAnHoechstOderHochSpannung,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,DatumDesBetreiberwechsels,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,DatumRegistrierungDesBetreiberwechsels,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,FlurFlurstuecknummern,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,Gemarkung,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,Hausnummer,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,HausnummerNichtGefunden,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,Hausnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,KapazitaetsreserveZugeordnet,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,Kraftwerksnummer_nv,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,NetzbetreiberpruefungDatum,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,NetzbetreiberpruefungStatus,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,NetzreserveZugeordnet,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,Strasse,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,StrasseNichtGefunden,source_provided,typed cast,mastr contract / business-name mapping
mastr_einheiten_geothermie_gsgk,Weic_nv,source_provided,typed cast,mastr contract / business-name mapping
